Treatment,Time,Replicate,Toxin,BA,BO,BU,PJ,ER,AC,CC,CD,DP,EL,BY,CG,CH,BL,BF,BT,BV,DL,BH,RI,BP,PC,DF,CA,BC,CS
Strain296-BV,24,2,2.417160795,0,0,0,0,0,0,0,0.661401425,0,0,0,0,0,0,0,0,0.380265192,0,0,0,0,0,0,0,0,0
Strain296-BV,24,3,2.38228113,0,0,0,0,0,0,0,0.774426443,0,0,0,0,0,0,0,0,0.514240183,0,0,0,0,0,0,0,0,0
Strain296-EL,24,1,-0.06975933,0,0,0,0,0,0,0,0.526364239,0,0.12780245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-EL,24,2,0.132542728,0,0,0,0,0,0,0,0.481783212,0,0.165883441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-EL,24,3,-0.21974189,0,0,0,0,0,0,0,0.532194573,0,0.148472117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BO,24,1,10.36623648,0,0.83831231,0,0,0,0,0,0.944354333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BO,24,2,1.102197419,0,0.815640239,0,0,0,0,0,1.08002638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BO,24,3,6.124869201,0,0.795471791,0,0,0,0,0,1.087194906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-PC,24,1,1.004534356,0,0,0,0,0,0,0,0.262023402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779643215,0,0,0,0
Strain296-PC,24,2,7.680502267,0,0,0,0,0,0,0,0.217957279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693709372,0,0,0,0
Strain296-PC,24,3,1.290547611,0,0,0,0,0,0,0,0.219602728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750064011,0,0,0,0
Strain296-BH,24,1,-0.017439833,0,0,0,0,0,0,0,0.318060317,0,0,0,0,0,0,0,0,0,0,0.010606375,0,0,0,0,0,0,0
Strain296-BH,24,2,-0.174398326,0,0,0,0,0,0,0,0.280314511,0,0,0,0,0,0,0,0,0,0,0.012352168,0,0,0,0,0,0,0
Strain296-BH,24,3,0.066271364,0,0,0,0,0,0,0,0.274960255,0,0,0,0,0,0,0,0,0,0,0.010706417,0,0,0,0,0,0,0
Strain296-ER,24,1,1.827694454,0,0,0,0,0.63026586,0,0,0.263900793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-ER,24,3,1.750959191,0,0,0,0,0.745530895,0,0,0.238635717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-PJ,24,1,0.861527729,0,0,0,0.251915658,0,0,0,0.520751025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-PJ,24,2,0.272061388,0,0,0,0.17277951,0,0,0,0.469887133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-PJ,24,3,0.115102895,0,0,0,0,0,0,0,0.336666678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-AC,24,2,7.513079874,0,0,0,0,0,1.311429963,0,0.479236667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-AC,24,3,1.273107778,0,0,0,0,0,1.57139347,0,0.562273154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-DL,24,1,0.216253924,0,0,0,0,0,0,0,0.489705814,0,0,0,0,0,0,0,0,0,0.245960839,0,0,0,0,0,0,0,0
Strain296-DL,24,2,0.767352633,0,0,0,0,0,0,0,0.260357996,0,0,0,0,0,0,0,0,0,0.107808694,0,0,0,0,0,0,0,0
Strain296-DL,24,3,-0.104638995,0,0,0,0,0,0,0,0.222840962,0,0,0,0,0,0,0,0,0,0.050825693,0,0,0,0,0,0,0,0
Strain296-BP,24,1,3.184513429,0,0,0,0,0,0,0,0.174453559,0,0,0,0,0,0,0,0,0,0,0,0,0.340713087,0,0,0,0,0
Strain296-BP,24,2,3.201953261,0,0,0,0,0,0,0,0.178252933,0,0,0,0,0,0,0,0,0,0,0,0,0.512413703,0,0,0,0,0
Strain296-BP,24,3,1.907917684,0,0,0,0,0,0,0,0.156932139,0,0,0,0,0,0,0,0,0,0,0,0,0.407234516,0,0,0,0,0
Strain296-CG,24,1,0.715033136,0,0,0,0,0,0,0,0.460114078,0,0,0,0.08105256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CG,24,2,-0.156958493,0,0,0,0,0,0,0,0.448413694,0,0,0,0.088252943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CG,24,3,-0.101151029,0,0,0,0,0,0,0,0.4359738,0,0,0,0.077192886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-RI,24,1,1.440530171,0,0,0,0,0,0,0,0.282610065,0,0,0,0,0,0,0,0,0,0,0,0.303056581,0,0,0,0,0,0
Strain296-RI,24,2,1.904429717,0,0,0,0,0,0,0,0.254167601,0,0,0,0,0,0,0,0,0,0,0,0.234999051,0,0,0,0,0,0
Strain296-RI,24,3,0.118590862,0,0,0,0,0,0,0,0.259848781,0,0,0,0,0,0,0,0,0,0,0,0.270317895,0,0,0,0,0,0
Strain296-BA,24,1,9.651203348,0.296844463,0,0,0,0,0,0,0.376322174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BA,24,2,4.23439135,0.427579098,0,0,0,0,0,0,0.249587532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BA,24,3,5.088943146,0.402397628,0,0,0,0,0,0,0.29076905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BC,24,1,4.565748169,0,0,0,0,0,0,0,0.349669315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730497283,0
Strain296-BC,24,2,8.964073945,0,0,0,0,0,0,0,0.547158587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725508066,0
Strain296-BC,24,3,7.680502267,0,0,0,0,0,0,0,0.200017475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691649211,0
Strain296-BY,24,1,1.513777468,0,0,0,0,0,0,0,0.490636021,0,0,0.125530621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BY,24,2,0.833623997,0,0,0,0,0,0,0,0.518675854,0,0,0.115990803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BY,24,3,0.823160098,0,0,0,0,0,0,0,0.589356646,0,0,0.138310021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BL,24,1,2.605510987,0,0,0,0,0,0,0,0.458623781,0,0,0,0,0,0.365542879,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BL,24,2,2.765957447,0,0,0,0,0,0,0,0.354112751,0,0,0,0,0,0.391053913,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-BL,24,3,3.289152424,0,0,0,0,0,0,0,0.35554163,0,0,0,0,0,0.327625028,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CC,24,1,10.28601325,0,0,0,0,0,0,0.464864448,0.421802228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CC,24,2,9.075688873,0,0,0,0,0,0,0.370924714,0.480241957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CC,24,3,2.650854552,0,0,0,0,0,0,0.426575169,0.705091481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-DF,24,1,2.563655389,0,0,0,0,0,0,0,1.962299138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368367543,0,0,0
Strain296-DF,24,2,1.552145099,0,0,0,0,0,0,0,0.463454855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113711797,0,0,0
Strain296-DF,24,3,5.319148936,0,0,0,0,0,0,0,0.465582028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135584658,0,0,0
Strain296-BF,24,1,14.09487269,0,0,0,0,0,0,0,0.146766748,0,0,0,0,0,0,0.605899894,0,0,0,0,0,0,0,0,0,0,0
Strain296-BF,24,2,5.266829438,0,0,0,0,0,0,0,0.179893677,0,0,0,0,0,0,0.68427299,0,0,0,0,0,0,0,0,0,0,0
Strain296-BF,24,3,10.61388211,0,0,0,0,0,0,0,0.146193675,0,0,0,0,0,0,0.707472963,0,0,0,0,0,0,0,0,0,0,0
Strain296,0,1,0,0,0,0,0,0,0,0,0.011299993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,0,2,0,0,0,0,0,0,0,0,0.004100005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,0,3,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,3,1,-,0,0,0,0,0,0,0,0.016300003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,3,2,-,0,0,0,0,0,0,0,0.003300006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,3,3,-,0,0,0,0,0,0,0,0.016200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,6,1,-,0,0,0,0,0,0,0,0.204900006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,6,2,-,0,0,0,0,0,0,0,0.177600006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,6,3,-,0,0,0,0,0,0,0,0.188600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,9,1,-,0,0,0,0,0,0,0,0.443700025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,9,2,-,0,0,0,0,0,0,0,0.430099974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,9,3,-,0,0,0,0,0,0,0,0.439099977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,12,1,-,0,0,0,0,0,0,0,0.475799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,12,2,-,0,0,0,0,0,0,0,0.451900015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,12,3,-,0,0,0,0,0,0,0,0.448499988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,15,1,-,0,0,0,0,0,0,0,0.459199975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,15,2,-,0,0,0,0,0,0,0,0.443700025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,15,3,-,0,0,0,0,0,0,0,0.431299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,18,1,-,0,0,0,0,0,0,0,0.426499973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,18,2,-,0,0,0,0,0,0,0,0.405500005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,18,3,-,0,0,0,0,0,0,0,0.388000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,21,1,-,0,0,0,0,0,0,0,0.406300018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,21,2,-,0,0,0,0,0,0,0,0.38349999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,21,3,-,0,0,0,0,0,0,0,0.362400005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,24,1,0.453435647,0,0,0,0,0,0,0,0.390999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,24,2,-0.073247297,0,0,0,0,0,0,0,0.369099985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,24,3,0.903383328,0,0,0,0,0,0,0,0.346499989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,27,1,-,0,0,0,0,0,0,0,0.380800019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,27,2,-,0,0,0,0,0,0,0,0.356300006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,27,3,-,0,0,0,0,0,0,0,0.333599995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,30,1,-,0,0,0,0,0,0,0,0.379599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,30,2,-,0,0,0,0,0,0,0,0.355099986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,30,3,-,0,0,0,0,0,0,0,0.332099984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,33,1,-,0,0,0,0,0,0,0,0.380700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,33,2,-,0,0,0,0,0,0,0,0.356000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,33,3,-,0,0,0,0,0,0,0,0.333700011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,36,1,-,0,0,0,0,0,0,0,0.387799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,36,2,-,0,0,0,0,0,0,0,0.359600017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,36,3,-,0,0,0,0,0,0,0,0.334699998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,39,1,-,0,0,0,0,0,0,0,0.396699975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,39,2,-,0,0,0,0,0,0,0,0.371000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,39,3,-,0,0,0,0,0,0,0,0.345299969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,42,1,-,0,0,0,0,0,0,0,0.409500013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,42,2,-,0,0,0,0,0,0,0,0.385400007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,42,3,-,0,0,0,0,0,0,0,0.356099973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,45,1,-,0,0,0,0,0,0,0,0.416300009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,45,2,-,0,0,0,0,0,0,0,0.391600023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,45,3,-,0,0,0,0,0,0,0,0.362899969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,48,1,-,0,0,0,0,0,0,0,0.42869998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,48,2,-,0,0,0,0,0,0,0,0.406700025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,48,3,-,0,0,0,0,0,0,0,0.378399978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,51,1,-,0,0,0,0,0,0,0,0.436400006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,51,2,-,0,0,0,0,0,0,0,0.415200005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,51,3,-,0,0,0,0,0,0,0,0.385699997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,54,1,-,0,0,0,0,0,0,0,0.444499979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,54,2,-,0,0,0,0,0,0,0,0.421800027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,54,3,-,0,0,0,0,0,0,0,0.391299973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,57,1,-,0,0,0,0,0,0,0,0.453499983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,57,2,-,0,0,0,0,0,0,0,0.42689998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,57,3,-,0,0,0,0,0,0,0,0.400399993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,60,1,-,0,0,0,0,0,0,0,0.459000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,60,2,-,0,0,0,0,0,0,0,0.437900017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,60,3,-,0,0,0,0,0,0,0,0.404900024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,63,1,-,0,0,0,0,0,0,0,0.478200028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,63,2,-,0,0,0,0,0,0,0,0.449100027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,63,3,-,0,0,0,0,0,0,0,0.414600025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,66,1,-,0,0,0,0,0,0,0,0.459699998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,66,2,-,0,0,0,0,0,0,0,0.437399993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296,66,3,-,0,0,0,0,0,0,0,0.403899978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,12,1,-,0.052426824,0.076018895,0.080985647,0.004345908,0.018832267,0.23619664,0.015107203,0.210880003,0.003656081,0.012002983,0.002138463,0.007312162,0.12768691,0.012830775,0.117960355,0.123892864,0.133067558,0.108164817,0.000275931,0,0.013037723,0.000758809,0.139965825,0.000344913,0.425209139,0.01890125
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,12,2,-,0.053477875,0.074824398,0.072072407,0.00357015,0.014578113,0.24529907,0.01710697,0.211754534,0.003793285,0.012049257,0.001785075,0.008925376,0.118633116,0.012644282,0.107178884,0.111567194,0.117517444,0.096542812,0.000148756,0,0.010412938,0.000966916,0.119228141,7.43781E-05,0.380667265,0.017181348
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,12,3,-,0.087863893,0.112195432,0.100780636,0.005857593,0.023280177,0.406577022,0.026133876,0.391857943,0.005106619,0.024782124,0.002403115,0.010964212,0.230398652,0.023280177,0.152597804,0.178881874,0.152447609,0.107088813,0.000150195,0,0.017572779,0.001051363,0.213576847,0.000450584,0.623758542,0.032442053
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,24,1,40.73247297,0.072264119,0.03937061,0.03162349,0.002159033,0.042545659,0.442347849,0.011430177,0.192661983,0.002540039,0.002286035,0.000889014,0.004318067,0.185422871,0.018542287,0.06845406,0.074677156,0.064898005,0.12789098,0,0,0.016256252,0.000381006,0.313948861,0.009652149,0.22860354,0.024003372
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,24,2,20.23718172,0.076888641,0.052491284,0.044358831,0.002033113,0.060808565,0.475378808,0.010904879,0.261347448,0.004990369,0.002587598,0.001293799,0.005175197,0.199429912,0.022179416,0.077443126,0.091120433,0.025691156,0.153592453,0,0,0.01201385,0.000369657,0.370026584,0.008132452,0.302749023,0.032160153
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,24,3,9.738402511,0.087309381,0.037142665,0.033283687,0.001929489,0.067532118,0.511796981,0.009406259,0.287976247,0.00313542,0.003376606,0.001688303,0.008682701,0.278087615,0.014471168,0.062226023,0.064155512,0.016400657,0.123728488,0.000723558,0,0.012300493,0.000723558,0.472966013,0.011094562,0.25155714,0.03497199
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,0,1,0,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,0,2,0,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615
Strain296-CA-DP-CH-CS-BT-BU-BV-EL-BO-PC-BH-ER-PJ-AC-DL-BP-CG-RI-BA-BC-BY-BL-CC-DF-BF,0,3,0,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615,0.000384615
